 energy   cTheta  phi     prob_b  spheri  pt2rel  multip  bqvjet  ptlrel  nnbjet isb
 52.3995  0.0619  1.3542  0.4459  0.2267  0.0664  0.4218  0.6149 -0.0003  0.9978 1 
 42.9450 -0.0607 -1.7832  0.1552  0.7937  0.0405  0.7106  0.1807 -0.0003  0.9358 1 
 49.0944  0.3227 -1.8723  0.0042  0.1416  0.0591  0.5576  0.0014 -0.0003  0.1115 0 
 40.4212 -0.3212  1.2640  0.0290  0.1148  0.0027  0.1806  0.0013 -0.0003  0.0390 0 
 53.2937  0.2009 -2.6755  0.0193  0.2347  0.1838  0.2520  0.0700 -0.0003  0.2310 0 
 46.4271 -0.2449  0.4741  0.0678  0.6393  0.0396  0.3916  0.0787 -0.0003  0.5552 0 
 45.5970  0.7329  0.8319  0.0625  0.6572  0.0284  0.4372  0.1736  0.0877  0.7369 0 
 42.3316 -0.7276 -2.3064  0.0053  0.3318  0.0716  0.5796  0.1317 -0.0003  0.2478 0 
 51.0201 -0.7060 -2.8620  0.0057  0.6904  0.0511  0.1274  0.0844 -0.0003  0.3106 0 
 45.7588  0.6497  0.3105  0.0213  0.1205  0.0349  0.3057  0.0475 -0.0003  0.0638 0 
 46.2623  0.3725 -1.0879  0.1301  0.6269  0.0292  0.2178  0.1448  0.1406  0.7793 1 
 43.8087 -0.3516  2.0486  0.0783  0.5941  0.0342  0.5302  0.2413 -0.0003  0.8197 1 
 46.9581 -0.3667  1.6565  0.0726  0.3634  0.1065  0.4772  0.0280 -0.0003  0.3816 0 
 44.2115  0.3816 -1.5584  0.0301  0.0785  0.0261  0.4407  0.0562 -0.0003  0.0854 0 
 52.9000 -0.7552  1.7851  0.0260  0.4665  0.0400  0.4208  0.0186 -0.0003  0.2369 0 
 43.5157  0.7480 -1.5261  0.0382  0.2714  0.1730  0.5311  0.0378  0.7403  0.7638 0 
 46.4942 -0.5143 -0.9284  0.0304  0.3236  0.0731  0.5655  0.1046 -0.0003  0.3475 0 
 43.9124  0.5430  2.2480  0.0076  0.0182  0.3393  0.0883  0.0069 -0.0003  0.0501 0 
 48.8716  0.0304 -2.2338  0.0785  0.2116  0.0445  0.5153  0.0695 -0.0003  0.4091 0 
 41.6388  0.0162  0.8946  0.0939  0.6767  0.0416  0.4031  0.0997 -0.0003  0.7213 0 
 47.0100  0.2463 -1.2884  0.0103  0.2750  0.0514  0.6506  0.1063 -0.0003  0.2630 0 
 44.8890 -0.2562  1.8097  0.0159  0.1997  0.0607  0.6146  0.0360 -0.0003  0.1943 0 
 46.9337  0.2844  1.8495  0.0131  0.3915  0.0180  0.2169  0.0112 -0.0003  0.1042 0 
 36.5454 -0.2794 -1.3221  0.0005  0.1638  0.0652  0.2320  0.0561 -0.0003  0.0888 0 
 49.4575  0.5409 -2.1091  0.0000  0.0056  0.0150  0.1284  0.0012 -0.0003  0.0534 0 
 42.2705 -0.5339  1.0447  0.0191  0.3169  0.0242  0.4014  0.0405 -0.0003  0.1157 0 
 54.3984  0.1133  0.6331  0.0746  0.4371  0.1228  0.3761  0.1182 -0.0003  0.5318 0 
 45.3376 -0.1234 -2.5642  0.0478  0.1384  0.1163  0.3940  0.1574 -0.0003  0.3249 0 
 52.5673  0.3514 -0.3688  0.0258  0.2271  0.0932  0.2108  0.0220 -0.0003  0.2069 0 
 39.1272 -0.3412  2.7784  0.3631  0.5968  0.0148  0.4554  0.3505 -0.0003  0.9850 0 
 54.1237  0.0146 -0.7760  0.0113  0.7331  0.1594  0.2929  0.1706 -0.0003  0.4688 0 
 48.1422 -0.0215  2.3517  0.0086  0.5720  0.0474  0.3880  0.1501 -0.0003  0.3471 0 
 48.2277 -0.7062 -0.0054  0.0139  0.6315  0.1129  0.6032  0.1064  0.1700  0.5430 0 
 43.7720  0.7250  3.0864  0.0178  0.2221  0.0356  0.4419  0.1986  0.0234  0.3020 0 
 40.6683  0.7334  0.7856  0.4634  0.4242  0.0501  0.3605  0.8574  0.4195  0.9999 1 
 29.7002 -0.6957 -2.3151  0.0592  0.1858  0.0357  0.2955  0.2064  0.2150  0.7233 1 
 50.9957  0.0482  1.1808  0.0012  0.1347  0.0230  0.2973  0.1596  0.2539  0.5834 0 
 43.6469 -0.0161 -1.9607  0.0100  0.3275  0.0928  0.2211  0.0368 -0.0003  0.2272 0 
 44.9622 -0.8010  0.3802  0.0311  0.2371  0.1871  0.2633  0.0676 -0.0003  0.2655 0 
 36.0266  0.8025 -2.7699  0.0212  0.2810  0.0540  0.5591  0.0972 -0.0003  0.2736 0 
 57.3373 -0.3376 -0.9275  0.0001  0.2663  0.1675  0.4125  0.0412  0.1902  0.2725 0 
 29.9504  0.3172  2.1843  0.0865  0.2968  0.0115  0.1474  0.0214 -0.0003  0.1558 0 
 45.0782  0.3051 -1.3517  0.0149  0.2881  0.0139  0.2631  0.0652 -0.0003  0.0652 0 
 40.3479 -0.2919  1.7989  0.0009  0.2772  0.0146  0.1355  0.0117 -0.0003  0.0831 0 
 48.0079 -0.5659 -1.8351  0.0021  0.1713  0.0392  0.3019  0.0231  0.1268  0.1742 0 
 44.2664  0.5593  1.2908  0.0340  0.2142  0.0150  0.2203  0.0358 -0.0003  0.0668 0 
 35.1598 -0.3109  1.8467  0.0043  0.2108  0.0361  0.4691  0.0104 -0.0003  0.1025 1 
 20.0778  0.2247 -1.3772  0.3878  0.6991  0.0271  0.3340  0.1790  0.3094  0.9865 1 
 42.6184  0.5983 -2.7789  0.2145  0.6547  0.0652  0.4005  0.3494 -0.0003  0.9874 1 
 35.5749 -0.6121  0.4264  0.0485  0.2304  0.0418  0.2805  0.0287 -0.0003  0.1793 1 
 41.1719  0.7419 -1.5860  0.0657  0.3376  0.0656  0.4043  0.0745 -0.0003  0.4358 0 
 38.2116 -0.7330  1.5344  0.0047  0.5074  0.0335  0.3667  0.0943  0.0958  0.3508 0 
 43.6469 -0.4236 -1.4891  0.0082  0.2904  0.0284  0.4865  0.0345 -0.0003  0.1237 0 
 42.2827  0.4230  1.5883  0.0184  0.4826  0.0673  0.4014  0.0173 -0.0003  0.2113 0 
 45.1240 -0.3266 -0.4176  0.0017  0.1528  0.0305  0.2630  0.0862 -0.0003  0.0531 0 
 38.2513  0.3308  2.7221  0.0016  0.2724  0.0119  0.2291  0.0667 -0.0003  0.0516 0 
 47.8645 -0.0412  0.9774  0.0655  0.4183  0.0332  0.4317  0.1302 -0.0003  0.5279 0 
 42.0691  0.0445 -2.1486  0.1301  0.5077  0.0337  0.3126  0.0878 -0.0003  0.6555 0 
 41.7060 -0.6110 -0.4122  0.3345  0.5697  0.0319  0.3133  0.3937 -0.0003  0.9915 1 
 37.6043  0.6173  2.7160  0.1369  0.1486  0.1235  0.2763  0.0152  0.7791  0.9924 1 
 48.3864  0.4694 -2.9158  0.0135  0.5503  0.0939  0.6888  0.1816 -0.0003  0.4128 1 
 44.9805 -0.4566  0.2226  0.1999  0.6895  0.0298  0.3071  0.1855 -0.0003  0.8810 1 
 46.7903  0.4706  2.9431  0.0060  0.6029  0.0583  0.3474  0.1268  0.2195  0.6350 0 
 44.6510 -0.5938 -0.2102  0.1218  0.3556  0.1233  0.7473  0.2257 -0.0003  0.9273 0 
 49.5521 -0.7232  1.3351  0.0174  0.2943  0.0378  0.3851  0.0268 -0.0003  0.1369 0 
 36.6735  0.7179 -1.7913  0.0099  0.5919  0.0249  0.4636  0.1054 -0.0003  0.2116 0 
 44.3122 -0.0815  2.2631  0.0400  0.5635  0.0331  0.3084  0.0535 -0.0003  0.2736 0 
 43.6164  0.0985 -0.8999  0.0083  0.0498  0.0548  0.2211  0.0375 -0.0003  0.0669 0 
 46.0121 -0.3959  1.5206  0.0935  0.3045  0.0701  0.2617  0.0745 -0.0003  0.5343 0 
 45.0050  0.3706 -1.6676  0.1076  0.4327  0.0587  0.4387  0.1586 -0.0003  0.7687 0 
 48.4962 -0.1842  2.8988  0.0853  0.1719  0.0313  0.2151  0.1071 -0.0003  0.2688 0 
 44.0620  0.2059 -0.2305  0.0531  0.0405  0.0535  0.3088  0.0125 -0.0003  0.0803 0 
 45.4444  0.7854  2.8232  0.0131  0.4876  0.0484  0.3501  0.0244 -0.0003  0.2015 0 
 37.5189 -0.7979 -0.2620  0.0726  0.1646  0.0139  0.2304  0.1385  0.0617  0.3411 0 
 49.7963 -0.1549  1.6712  0.0747  0.1907  0.0668  0.4273  0.0345 -0.0003  0.3096 0 
 41.7243  0.1293 -1.4797  0.0189  0.5239  0.1165  0.2686  0.0109 -0.0003  0.2254 0 
 41.7517  0.7599 -0.9157  0.0305  0.3229  0.0144  0.2685  0.0547 -0.0003  0.0904 0 
 31.8883 -0.7429  2.2435  0.0548  0.4120  0.0267  0.4341  0.0361 -0.0003  0.3197 0 
 47.8431  0.4985 -0.6059  0.0450  0.1872  0.1786  0.4749  0.0206 -0.0003  0.2377 0 
 38.1170 -0.5033  2.5296  0.0621  0.5120  0.0128  0.2752  0.0937 -0.0003  0.2195 0 
 49.7749 -0.1508 -2.7285  0.0527  0.3083  0.2594  0.3847  0.4147 -0.0003  0.9615 0 
 38.8861  0.1149  0.4848  0.0219  0.2274  0.1702  0.4106  0.0615 -0.0003  0.2069 0 
 56.9039 -0.1396 -2.5151  0.0118  0.1065  0.0603  0.3719  0.0793 -0.0003  0.0900 0 
 46.0822  0.1568  0.6042  0.0994  0.5226  0.0139  0.1744  0.0515 -0.0003  0.2800 0 
 49.7444 -0.1086  2.6095  0.0727  0.2872  0.0213  0.2565  0.1075 -0.0003  0.2431 0 
 49.6407  0.1062 -0.5232  0.0130  0.0902  0.0329  0.2994  0.0504 -0.0003  0.0523 0 
 43.8972  0.7334  1.0340  0.0552  0.5320  0.0436  0.3974  0.0309 -0.0003  0.4025 0 
 35.9838 -0.7095 -2.1217  0.0155  0.3399  0.0363  0.2331  0.1433 -0.0003  0.2285 0 
 46.1921  0.7619  2.9760  0.0031  0.2072  0.0780  0.4793  0.0970 -0.0003  0.1460 0 
 38.6084 -0.7487 -0.1641  0.0271  0.1905  0.0132  0.0914  0.0046 -0.0003  0.0968 0 
 56.1746 -0.3874 -0.0122  0.0122  0.6569  0.2174  0.7047  0.0584  0.0167  0.3021 1 
 52.8450  0.4000 -3.0905  0.4050  0.2372  0.1147  0.2526  0.4339 -0.0003  0.9964 1 
 44.3061  0.4398 -2.7920  0.1170  0.4955  0.2078  0.6167  0.1308  0.3763  0.9439 1 
 41.4893 -0.4397  0.3710  0.2885  0.5870  0.0244  0.4482  0.2640 -0.0003  0.9541 1 
 48.2734 -0.7523  0.9600  0.0175  0.4457  0.0371  0.1723  0.0032 -0.0003  0.2474 0 
 44.0528  0.7540 -2.1678  0.0550  0.1294  0.0287  0.2647  0.0112 -0.0003  0.0885 0 
 46.8421  0.6838  2.1992  0.0248  0.4603  0.1631  0.4341  0.0533 -0.0003  0.2691 0 
 45.4047 -0.6822 -0.9450  0.0340  0.2524  0.0143  0.1751  0.0018 -0.0003  0.1005 0 
 46.8940 -0.2483 -3.0260  0.0360  0.2256  0.0319  0.3038  0.0292 -0.0003  0.1165 0 
 42.8992  0.2050  0.1175  0.0231  0.2158  0.0200  0.1777  0.0280 -0.0003  0.0722 0 
 51.6732 -0.5752  1.5259  0.0028  0.5967  0.0362  0.2963  0.0383 -0.0003  0.1548 0 
 46.0365  0.5669 -1.5977  0.0323  0.4540  0.0145  0.2617  0.0027 -0.0003  0.1354 0 
 47.5837 -0.5697  2.6828  0.4807  0.1941  0.0643  0.5188  0.4518 -0.0003  0.9955 1 
 46.8971  0.5375 -0.4631  0.2387  0.4139  0.1030  0.3906  0.2203 -0.0003  0.9697 1 
 65.8976  0.1328 -3.0834  0.0059  0.0539  0.1087  0.1595  0.0018  0.0644  0.0720 0 
 43.0793 -0.1520  0.0887  0.0028  0.6424  0.0168  0.2663  0.1342 -0.0003  0.1443 0 
 49.4697 -0.1550  2.9240  0.0449  0.2696  0.0387  0.3853  0.0095 -0.0003  0.2155 0 
 34.8180  0.1702 -0.2306  0.0064  0.2027  0.0659  0.3293  0.0054  0.1402  0.1790 0 
 46.0975  0.5737  3.0032  0.0198  0.3964  0.0715  0.5667  0.2139 -0.0003  0.4230 0 
 43.2136 -0.5501 -0.1453  0.0047  0.5412  0.0815  0.4434  0.0477 -0.0003  0.1921 0 
 51.1574 -0.0589 -1.1693  0.0692  0.5079  0.0336  0.4244  0.0975 -0.0003  0.5360 0 
 46.8513  0.0601  1.9729  0.0897  0.5815  0.0437  0.5643  0.0529 -0.0003  0.5849 0 
 47.2786 -0.5018  0.7249  0.0110  0.4057  0.0197  0.1732  0.0107 -0.0003  0.1247 0 
 39.9817  0.5077 -2.3975  0.0026  0.2135  0.0585  0.3622  0.0016 -0.0003  0.1116 0 
 58.2040 -0.4152 -1.5692  0.0293  0.5367  0.0688  0.5753  0.0274 -0.0003  0.2709 0 
 40.5188  0.4317  1.6211  0.0067  0.4466  0.0512  0.4511  0.1446 -0.0003  0.2762 0 
 46.1677 -0.6239  2.7121  0.0481  0.2649  0.0394  0.4358  0.1094 -0.0003  0.3275 0 
 41.2451  0.6277 -0.4308  0.0399  0.7096  0.0184  0.3592  0.0372 -0.0003  0.2198 0 
 47.0985  0.0795 -2.9174  0.6141  0.2186  0.0463  0.4335  0.2152 -0.0003  0.9719 1 
 42.9511 -0.0559  0.2133  0.2286  0.3522  0.0486  0.5774  0.3627 -0.0003  0.9862 1 
 47.5990 -0.5150  1.9532  0.0075  0.3908  0.0231  0.1729  0.0162 -0.0003  0.1233 0 
 44.6448  0.5300 -1.1903  0.0004  0.0518  0.0232  0.3957  0.0635 -0.0003  0.0488 0 
 47.2694 -0.6875  0.9143  0.0240  0.3193  0.0299  0.3032  0.0485 -0.0003  0.1204 0 
 44.1108  0.6764 -2.1880  0.0477  0.6091  0.1121  0.7056  0.0198  0.0595  0.4314 0 
 42.3651  0.3609 -0.0102  0.0211  0.6020  0.0276  0.2229  0.0147 -0.0003  0.1884 0 
 39.8383 -0.3611 -3.1412  0.0164  0.0470  0.0203  0.2719  0.0760 -0.0003  0.0454 0 
 44.7028  0.0401 -1.6316  0.0021  0.3298  0.0204  0.3076  0.0837 -0.0003  0.0701 0 
 37.9767 -0.0391  1.5338  0.0091  0.1786  0.0850  0.2755  0.0324 -0.0003  0.1108 0 
 48.2033  0.0174 -0.2296  0.0263  0.4367  0.0742  0.3447  0.0226 -0.0003  0.2436 0 
 45.6855 -0.0176  2.9091  0.0536  0.1952  0.0295  0.3496  0.0309 -0.0003  0.1471 0 
 48.8899 -0.2950  1.7922  0.1525  0.2616  0.0398  0.3864  0.2159 -0.0003  0.8167 0 
 45.7740  0.2830 -1.3231  0.0143  0.1483  0.0531  0.2620  0.0433 -0.0003  0.0833 0 
 45.6550 -0.6269 -0.0609  0.0185  0.4520  0.0449  0.5245  0.1309 -0.0003  0.3274 0 
 44.7181  0.6072  3.0985  0.0282  0.3437  0.0224  0.2637  0.0692 -0.0003  0.1179 0 
 48.7831 -0.0297 -2.2647  0.0212  0.4156  0.1285  0.2578  0.0065 -0.0003  0.2171 0 
 38.6755  0.0484  0.8929  0.0728  0.2652  0.0200  0.5026  0.1563 -0.0003  0.4746 0 
 43.8697  0.6977  2.4730  0.1945  0.2288  0.0246  0.2650  0.1780 -0.0003  0.6962 0 
 34.3267 -0.4762 -0.6784  0.1364  0.6608  0.0749  0.5195  0.1993 -0.0003  0.9185 0 
 50.6966 -0.4616 -0.1090  0.0707  0.1142  0.1420  0.4254  0.1400 -0.0003  0.3816 0 
 41.7334  0.4528  3.0164  0.0766  0.0772  0.0235  0.2685  0.1751 -0.0003  0.1923 0 
 46.2623  0.5026 -1.9163  0.0096  0.2537  0.1843  0.4791  0.1479 -0.0003  0.2968 0 
 45.5604 -0.5104  1.1817  0.0148  0.2133  0.0956  0.3061  0.0068 -0.0003  0.1383 0 
 39.8108  0.6571  2.1506  0.0954  0.0880  0.0352  0.3173  0.1262 -0.0003  0.2251 0 
 36.5911 -0.6771 -1.0169  0.0523  0.3950  0.0912  0.3711  0.1130  0.0470  0.5406 0 
 51.7983  0.5526 -1.3408  0.0192  0.1522  0.3957  0.5077  0.0316 -0.0003  0.2084 0 
 48.0110 -0.5222  1.8078  0.0446  0.3240  0.1348  0.5608  0.1181 -0.0003  0.4327 0 
 50.0404  0.4840  1.0315  0.0000  0.6143  0.0186  0.1280  0.0032 -0.0003  0.1606 0 
 45.9541 -0.4886 -2.1443  0.0162  0.4720  0.0612  0.6108  0.0176 -0.0003  0.2252 0 
 48.0110 -0.1325 -1.9122  0.0033  0.0836  0.0508  0.3882  0.0124  0.0251  0.0792 0 
 41.9532  0.1319  1.2415  0.0115  0.0939  0.0129  0.2235  0.0235 -0.0003  0.0356 0 
 43.1983 -0.2922 -2.2427  0.0115  0.2592  0.0133  0.1330  0.0068 -0.0003  0.0888 0 
 37.9736  0.2777  0.9092  0.0043  0.6155  0.0166  0.1837  0.0230 -0.0003  0.1214 0 
 52.8237 -0.6117 -2.0582  0.0016  0.4238  0.2129  0.5051  0.0834 -0.0003  0.2526 1 
 44.3183  0.6050  1.1152  0.1395  0.6715  0.0179  0.3083  0.3131 -0.0003  0.8290 1 
 44.0528 -0.3490  1.1584  0.0042  0.4485  0.0840  0.4412  0.0289 -0.0003  0.1702 0 
 39.8169  0.3580 -1.9182  0.0237  0.2128  0.2009  0.4533  0.0246 -0.0003  0.2015 0 
 51.4473 -0.2331  0.7638  0.0491  0.1775  0.0927  0.2543  0.0092 -0.0003  0.1950 0 
 42.2858  0.2448 -2.4170  0.0633  0.2086  0.0112  0.1338  0.0087 -0.0003  0.1177 0 
 46.8635  0.0078 -1.8677  0.8018  0.1074  0.0730  0.3473  0.6895 -0.0003  0.9816 1 
 36.9818  0.0181  1.2708  0.4573  0.4359  0.0805  0.6476  0.4371 -0.0003  0.9958 1 
 44.0162 -0.1960  0.7926  0.0288  0.4039  0.0537  0.6619  0.0751 -0.0003  0.3521 1 
 39.8749  0.2183 -2.3731  0.0266  0.4542  0.0248  0.2719  0.0068  0.2339  0.6851 1 
 48.4657 -0.5046  2.5049  0.0000  0.0592  0.0064  0.0861  0.0474 -0.0003  0.0431 0 
 43.8819  0.5202 -0.6089  0.0218  0.2892  0.1177  0.3533  0.0429 -0.0003  0.1976 0 
 43.9338  0.2222  2.7465  0.0136  0.4456  0.1068  0.5298  0.0079 -0.0003  0.2058 0 
 40.4883 -0.2320 -0.4041  0.0297  0.4302  0.0326  0.4512  0.0292 -0.0003  0.2388 0 
 44.1016 -0.1684 -1.1995  0.0120  0.4075  0.0319  0.4411  0.0063 -0.0003  0.1668 0 
 41.5015  0.1566  1.9216  0.0590  0.2586  0.0661  0.6275  0.0963 -0.0003  0.4816 0 
 50.2693 -0.5118  0.5081  0.0004  0.3029  0.0774  0.2131  0.0121 -0.0003  0.1934 0 
 46.2135  0.5081 -2.7164  0.0477  0.4618  0.0374  0.3921  0.0313 -0.0003  0.3259 0 
 50.1961  0.5719 -1.0915  0.1893  0.1869  0.1205  0.4265  0.1030 -0.0003  0.6837 1 
 42.2858 -0.5721  2.0485  0.1107  0.2999  0.0284  0.3568  0.1276  0.1234  0.7509 1 
 36.8292 -0.6944  1.6432  0.1227  0.5898  0.0411  0.3241  0.1627  0.2651  0.9394 1 
 24.7959  0.7094 -1.5388  0.2538  0.2864  0.0346  0.3641  0.2791 -0.0003  0.9406 1 
 47.4220 -0.7351 -1.5954  0.0104  0.2411  0.0432  0.3895  0.0662 -0.0003  0.1169 0 
 45.8991  0.7305  1.5130  0.0189  0.1768  0.0469  0.3928  0.0065 -0.0003  0.1144 0 
 45.9358  0.7477  1.7075  0.0987  0.3288  0.0585  0.1745  0.1097 -0.0003  0.6329 1 
 21.5518 -0.6965 -1.4564  0.1042  0.2936  0.0232  0.1631  0.1163  0.2573  0.9170 1 
 51.9387 -0.7975 -0.2264  0.0033  0.3012  0.0987  0.2114  0.3669 -0.0003  0.5946 1 
 48.9723  0.7978  2.8622  0.1441  0.4662  0.0464  0.4721  0.3106  0.0882  0.9474 1 
 54.9905 -0.5214  0.1768  0.0353  0.2777  0.0402  0.2084  0.0182 -0.0003  0.1839 0 
 47.7089  0.5221 -2.9748  0.0122  0.1112  0.0228  0.1728  0.1722 -0.0003  0.1140 0 
 39.6216  0.7741  1.7543  0.0211  0.4848  0.0563  0.5447  0.0936 -0.0003  0.2994 1 
 36.7376 -0.7864 -1.4015  0.0745  0.7304  0.0750  0.2780  0.3284 -0.0003  0.9235 1 
 54.9447 -0.7740  1.6571  0.0756  0.1825  0.0845  0.4585  0.2080 -0.0003  0.5977 1 
 39.1699  0.7621 -1.5315  0.1158  0.6241  0.0113  0.3642  0.0820 -0.0003  0.4843 1 
 45.5604 -0.6629 -2.0547  0.0303  0.3900  0.0246  0.3498  0.0241 -0.0003  0.1547 0 
 45.5543  0.6617  1.0745  0.0226  0.2268  0.0316  0.3498  0.0718 -0.0003  0.1076 0 
 49.0028 -0.5985  1.1911  0.2230  0.4361  0.0478  0.4720  0.2341 -0.0003  0.9527 0 
 32.4865  0.5144 -1.9410  0.0503  0.2306  0.1144  0.2878  0.0632 -0.0003  0.2953 0 
 44.3580  0.5499 -2.2628  0.1527  0.5473  0.2116  0.3083  0.1176 -0.0003  0.8360 0 
 40.0702 -0.5464  0.8878  0.0454  0.6115  0.0493  0.2715  0.0458 -0.0003  0.4205 0 
 45.3071 -0.3146  1.0649  0.0118  0.6019  0.0347  0.4817  0.0250 -0.0003  0.1954 0 
 40.6409  0.3290 -2.0835  0.0237  0.1160  0.0179  0.1352  0.0031 -0.0003  0.0594 0 
 46.4851 -0.7335  2.5999  0.0157  0.4980  0.0842  0.4350  0.0102 -0.0003  0.1985 0 
 40.0427  0.7381 -0.5159  0.0281  0.4339  0.0160  0.1810  0.0272 -0.0003  0.1232 0 
 43.8636 -0.6139  0.6727  0.0083  0.1749  0.0332  0.2650  0.0611 -0.0003  0.0591 0 
 38.2605  0.6137 -2.5013  0.0011  0.0795  0.0350  0.3666  0.0318 -0.0003  0.0530 0 
 46.4973  0.4744  1.1095  0.1508  0.3765  0.0625  0.1740  0.1553 -0.0003  0.8219 1 
 46.2745 -0.4666 -2.0102  0.1336  0.5202  0.0555  0.3049  0.0746 -0.0003  0.7436 1 
 44.7089 -0.4583  2.7123  0.1204  0.5470  0.0294  0.3516  0.1650 -0.0003  0.7525 1 
 43.9002  0.4519 -0.4179  0.1346  0.1843  0.0461  0.4857  0.2531 -0.0003  0.8088 1 
 46.0639  0.4964  2.3002  0.0778  0.4344  0.1044  0.5669  0.0771 -0.0003  0.4807 0 
 34.3725 -0.4936 -0.8689  0.0183  0.1678  0.0131  0.2833  0.0808 -0.0003  0.0491 0 
 47.6295  0.0347 -1.6742  0.0498  0.1135  0.0879  0.4755  0.0607 -0.0003  0.1983 0 
 37.7722  0.0071  1.4922  0.0009  0.4942  0.1136  0.5058  0.0079 -0.0003  0.1856 0 
 45.3834 -0.7648  0.6291  0.0007  0.7354  0.0218  0.2626  0.0528 -0.0003  0.1254 0 
 45.2369  0.7722 -2.4845  0.0124  0.1187  0.0355  0.3505  0.0568 -0.0003  0.0637 0 
 46.2440 -0.2425 -2.8704  0.0105  0.3529  0.0091  0.3485  0.0804 -0.0003  0.0697 0 
 36.2646  0.2179  0.2770  0.0188  0.2437  0.0204  0.2325  0.0739 -0.0003  0.0755 0 
 45.3071  0.6695  2.4551  0.0164  0.1476  0.0218  0.2628  0.0176 -0.0003  0.0486 0 
 42.3926 -0.6619 -0.6817  0.0033  0.5126  0.0242  0.3120  0.0234 -0.0003  0.1088 0 
 69.2546  0.0364 -1.5052  0.0358  0.5650  0.1319  0.6305  0.0433 -0.0003  0.3070 0 
 39.0814 -0.0220  1.6407  0.0369  0.4585  0.0232  0.3189  0.0145  0.0825  0.3605 0 
 56.1654  0.6193  3.0909  0.0310  0.2540  0.0711  0.2902  0.1024 -0.0003  0.2803 0 
 38.9410 -0.6070 -0.0263  0.0035  0.4246  0.0240  0.3192  0.0510 -0.0003  0.0875 0 
 46.1189  0.1814  1.2217  0.0537  0.4680  0.1055  0.5667  0.1319 -0.0003  0.4896 0 
 43.4028 -0.1932 -1.8957  0.0297  0.2951  0.1625  0.5758  0.1241  0.2423  0.6171 0 
 45.3864 -0.4521  2.9766  0.0355  0.0902  0.0270  0.2189  0.0150 -0.0003  0.0565 0 
 44.6021  0.4676 -0.1739  0.0610  0.1192  0.0466  0.3518  0.0186 -0.0003  0.1369 0 
 43.0976 -0.6017  2.1788  0.0212  0.5850  0.2307  0.6212  0.0168 -0.0003  0.2762 0 
 27.0176  0.6837 -1.0045  0.1739  0.4739  0.0086  0.4053  0.0762 -0.0003  0.5148 0 
 53.2113 -0.6458 -3.0317  0.0662  0.1734  0.1697  0.4202  0.1546 -0.0003  0.4998 0 
 45.6031  0.6534  0.1770  0.0611  0.1893  0.0411  0.3497  0.0743  0.2830  0.6990 0 
 50.7607  0.5732  0.5149  0.1772  0.2274  0.0471  0.3827  0.1341  0.2802  0.9631 1 
 38.2086 -0.5879 -2.6324  0.1696  0.3321  0.0594  0.5501  0.2672  0.4852  0.9986 1 
 46.6957 -0.7768 -1.7676  0.0053  0.1359  0.0739  0.3910  0.0079 -0.0003  0.0869 0 
 44.7822  0.7679  1.3802  0.0497  0.0773  0.0309  0.4393  0.0632 -0.0003  0.1174 0 
 50.0008 -0.1060  2.1937  0.1818  0.1843  0.0470  0.1281  0.1790 -0.0003  0.7462 0 
 46.2776  0.0917 -0.9721  0.0119  0.0505  0.0971  0.3484  0.0423 -0.0003  0.0595 0 
 47.0558  0.1196  0.9549  0.1833  0.2550  0.0890  0.2602  0.2349  0.6258  0.9987 1 
 45.9541 -0.0905 -2.1983  0.1680  0.4008  0.0911  0.2182  0.2546 -0.0003  0.9412 1 
 46.6682  0.5775  2.2868  0.0046  0.0949  0.0344  0.2173  0.1672 -0.0003  0.1005 0 
 45.1606 -0.5857 -0.8327  0.0343  0.2008  0.0425  0.3945  0.1069 -0.0003  0.2050 0 
 43.1678 -0.7916  1.9193  0.0166  0.2034  0.0187  0.2218  0.0777 -0.0003  0.0621 0 
 42.0905  0.8037 -1.2634  0.0323  0.1787  0.0437  0.4019  0.0092 -0.0003  0.1392 0 
 44.8951 -0.2111 -1.0954  0.1658  0.4990  0.0735  0.5268  0.1590  0.0614  0.9140 1 
 42.9480  0.2096  2.0111  0.6029  0.3591  0.0815  0.3109  0.3785  0.3686  0.9986 1 
 46.9215  0.4268  1.6842  0.0833  0.2167  0.1200  0.2170  0.0599 -0.0003  0.4436 0 
 42.9938 -0.4211 -1.4441  0.0177  0.1303  0.0233  0.2664  0.0928 -0.0003  0.0578 0 
 48.1239  0.1986 -2.6948  0.0467  0.2275  0.0548  0.3018  0.0213 -0.0003  0.2076 0 
 45.0355 -0.1933  0.4383  0.0337  0.4401  0.0142  0.3070  0.0655 -0.0003  0.1248 0 
 50.0587  0.2280 -0.5998  0.0227  0.0999  0.1387  0.1707  0.0377 -0.0003  0.0854 0 
 39.4446 -0.2170  2.5029  0.0544  0.3549  0.0411  0.4544  0.0372 -0.0003  0.3426 0 
 45.8930 -0.4660 -1.6331  0.0050  0.5689  0.0511  0.2619  0.0029 -0.0003  0.2438 0 
 41.3123  0.4629  1.4825  0.0067  0.5738  0.0331  0.2244  0.0229 -0.0003  0.1740 0 
 47.8492  0.0881 -1.5126  0.1456  0.1857  0.0734  0.5613  0.1994 -0.0003  0.8520 0 
 32.1080 -0.1004  1.6377  0.1337  0.1939  0.0347  0.5295  0.1735  0.1212  0.8599 0 
 47.5563  0.4395  1.8397  0.0638  0.6449  0.0975  0.4757  0.0285 -0.0003  0.3708 0 
